product_id,product_code,product_name,issuer,risk_level,product_type,currency,investment_period,min_investment,start_date,end_date,product_category,income_type,nav_date,initial_nav,accumulated_nav,current_nav
1000048806,Z7002025000741,兴银理财汇利稳健六个月封闭式142期固收类理财产品,兴银理财有限责任公司,一级(低),固定收益类,美元(USD),6-12个月(含),1,2025/05/22,2025/11/20,01,03,,,,
1000048002,Z7002125000293,宁银理财晶耀固定收益类封闭式美元理财157号,宁银理财有限责任公司,一级(低),固定收益类,美元(USD),6-12个月(含),1,2025/05/22,2026/05/21,01,03,,,,
1000047720,Z7002225000147,幸福99益合·添益（年年红）1年定开型2518期理财,杭银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/23,2099/12/31,03,03,,,,
1000037349,Z7002425000057,徽银理财“安盈”稳进1年持有期2号理财产品,徽银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/21,2099/12/31,03,03,,,,
2306296,Z7002624000188,信银理财安盈象固收稳益三个月封闭式81号理财产品,信银理财有限责任公司,一级(低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/20,2025/09/01,01,03,,,,
1000047196,Z7002625000633,信银理财安盈象固收稳益封闭式100号理财产品,信银理财有限责任公司,一级(低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/20,2025/10/29,01,03,,,,
1000050039,Z7002625000727,信银理财慧盈象固收增利六个月持有期52号理财产品,信银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,2099/12/29,03,03,,,,
1000035707,Z7003225000119,南银理财添瑞日日聚宝13号现金管理类公募人民币理财产品,南银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/05/21,2035/12/28,03,03,,,,
1000051346,Z7003225000120,南银理财添瑞日日聚宝14号现金管理类公募人民币理财产品,南银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/05/21,2035/12/28,03,03,,,,
1000041665,Z7003225000125,南银理财鼎瑞行稳一年定开2025第16期公募人民币理财产品,南银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/22,2035/12/28,03,03,,,,
1000045652,Z7003325000300,平安理财启元增强一年定开32号固收类理财产品,平安理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/23,9999/12/31,03,03,,,,
1000046908,Z7003325000360,平安理财启元策略日开十四个月持有1号固收类理财产品,平安理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/22,9999/12/31,03,03,,,,
1000042039,Z7003525000175,青银理财璀璨人生奋斗系列开放式净值型人民币理财计划（货币型I）,青银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,1,2025/06/05,2035/06/19,03,03,,,,
1000042043,Z7003525000179,青银理财璀璨人生奋斗系列开放式净值型人民币理财计划F款,青银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,2035/05/22,03,03,,,,
1000042044,Z7003525000180,青银理财璀璨人生奋斗系列开放式净值型人民币理财计划（货币型H）,青银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,1,2025/05/22,2035/06/05,03,03,,,,
1000042046,Z7003525000182,青银理财璀璨人生奋斗系列开放式净值型人民币理财计划H款,青银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,2035/05/22,03,03,,,,
1000042048,Z7003525000184,青银理财璀璨人生奋斗系列开放式净值型人民币理财计划G款,青银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,2035/05/22,03,03,,,,
1000050841,Z7003725000203,汇华理财-财富灯塔稳享封闭式固定收益类理财产品2594期,汇华理财有限公司,一级(低),固定收益类,美元(USD),3-6个月(含),1,2025/05/22,2025/11/19,01,03,,,,
1000050848,Z7003725000210,汇华理财-财富灯塔稳享封闭式固定收益类理财产品2596期,汇华理财有限公司,一级(低),固定收益类,美元(USD),6-12个月(含),1,2025/05/22,2026/02/11,01,03,,,,
1000029976,Z7003924000713,华夏理财悦安封闭式理财产品176号,华夏理财有限责任公司,一级(低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/21,2025/10/14,01,03,,,,
1000049529,Z7003925000526,华夏理财固定收益纯债最短持有90天理财产品O款,华夏理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,0.01,2025/05/19,9999/12/31,03,03,,,,
1000044173,Z7005125000033,贝莱德建信理财贝远稳航美元固定收益类理财产品第4期（封闭式）,贝莱德建信理财有限责任公司,一级(低),固定收益类,美元(USD),6-12个月(含),1,2025/05/22,2026/04/28,01,03,,,,
1000047908,Z7005125000039,贝莱德建信理财贝远美元固定收益类理财产品2025年第25期（封闭式）,贝莱德建信理财有限责任公司,一级(低),固定收益类,美元(USD),6-12个月(含),1,2025/05/23,2025/11/20,01,03,,,,
1000026658,Z7006624000134,广银理财幸福添利2个月持有期固定收益类理财产品第2号,广银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,2099/12/31,03,03,,,,
1000047481,Z7006625000082,广银理财幸福宝泰3个月持有期固定收益类理财产品第1号,广银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/26,2099/12/31,03,03,,,,
1000036399,Z7007025000014,施罗德交银理财得润安盈美元（QDII）1年封闭式2505理财产品,施罗德交银理财有限公司,一级(低),固定收益类,美元(USD),6-12个月(含),1,2025/05/22,2026/05/20,01,03,,,,
1000040027,Z7007025000033,施罗德交银理财得润安盈美元6个月封闭式2519理财产品,施罗德交银理财有限公司,一级(低),固定收益类,美元(USD),3-6个月(含),1,2025/05/20,2025/11/19,01,03,,,,
1000030916,Z7007125000017,上银理财“稳添利”系列开放式理财产品WPAK25M1310期,上银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),0.01,2025/05/21,2055/05/19,03,03,,,,
1000024927,Z7007924001214,民生理财贵竹固收增利双月发60天持有期1号理财产品,民生理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,0.01,2025/05/20,2099/12/31,03,03,,,,
1000027279,Z7007924001314,民生理财富竹纯债182天持有期24号理财产品,民生理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,0.01,2025/05/21,2099/12/31,03,03,,,,
1000046684,Z7007925000408,民生理财贵竹固收增利369天持有期7号理财产品,民生理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,0.01,2025/05/22,2099/12/31,03,03,,,,
1000048860,Z7007925000467,民生理财富竹纯债369天持有期7号理财产品,民生理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,0.01,2025/05/21,2099/12/31,03,03,,,,
1000048862,Z7007925000469,民生理财贵竹固收增利半年发180天持有期6号理财产品,民生理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,0.01,2025/05/20,2099/12/31,03,03,,,,
1000047304,Z7008225000052,高盛工银理财·盛景封闭式固定收益类美元理财产品165期,高盛工银理财有限责任公司,一级(低),固定收益类,美元(USD),3-6个月(含),1,2025/05/23,2025/11/19,01,03,,,,
1000047315,Z7008225000063,高盛工银理财·盛景封闭式固定收益类美元理财产品170期,高盛工银理财有限责任公司,一级(低),固定收益类,美元(USD),6-12个月(含),1,2025/05/23,2026/05/20,01,03,,,,
1000039655,Z7008425000117,渤银理财理财有术系列持盈180天最短持有期固收理财产品2号,渤银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,9999/12/31,03,03,,,,
1000045901,Z7008425000183,渤银理财理财有术系列持盈增利180天最短持有期固收理财产品2号,渤银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,9999/12/31,03,03,,,,
1000045902,Z7008425000184,渤银理财理财有术系列持盈增利270天最短持有期固收理财产品1号,渤银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,9999/12/31,03,03,,,,
1000049276,Z7008425000213,渤银理财理财有术系列持盈增利720天最短持有期固收理财产品1号,渤银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,9999/12/31,03,03,,,,
1000040426,Z7008925000067,北银理财京华远见春系列高远188天持有期1号理财产品,北银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/23,2099/12/31,03,03,,,,
1000041482,Z7008925000078,北银理财京华远见春系列美元固收封闭式78号理财管理计划,北银理财有限责任公司,一级(低),固定收益类,美元(USD),6-12个月(含),1,2025/05/22,2026/05/20,01,03,,,,
1000049614,Z7008925000256,北银理财京华远见春系列美元天天金1号理财产品,北银理财有限责任公司,一级(低),固定收益类,美元(USD),每日,1,2025/05/21,2099/12/31,03,03,,,,
1000050654,Z7009825000032,法巴农银理财珐琅青固定收益类30天最短持有期1号（私行尊享）,法巴农银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/27,2099/12/31,03,03,,,,
1000050655,Z7009825000033,法巴农银理财珐琅蓝固定收益类720天最短持有期1号,法巴农银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/27,2099/12/31,03,03,,,,
1000050660,Z7009825000034,法巴农银理财珐琅金固收增强120天最短持有期1号,法巴农银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/27,2099/12/31,03,03,,,,
