product_id,product_code,product_name,issuer,risk_level,product_type,currency,investment_period,min_investment,start_date,end_date,product_category,income_type,nav_date,initial_nav,accumulated_nav,current_nav
1000024047,Z7006624000117,广银理财鎏金日日薪23号现金管理类理财产品,广银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,1,2025/05/12,2099/12/31,03,03,2025-05-16,1.0,1.0,1.0
1000024632,Z7001424001025,阳光金添利天天购-存单存款利率债策略2号（30天最低持有）,光大理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,2099/12/31,03,03,,,,
1000024634,Z7001424001027,阳光金添利天天购-存单存款利率债策略3号（60天最低持有）,光大理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,2099/12/31,03,03,,,,
1000024635,Z7001424001028,阳光金添利天天购-存单存款利率债策略2号（14天最低持有）,光大理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,2099/12/31,03,03,,,,
1000024676,C1092225000012,“金鹿理财-普惠季享”25010号（共同富裕特别款）银行理财计划,温州银行股份有限公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),10000,2025/05/21,2025/09/17,01,03,,,,
1000024927,Z7007924001214,民生理财贵竹固收增利双月发60天持有期1号理财产品,民生理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,0.01,2025/05/20,2099/12/31,03,03,,,,
1000024935,Z7001624001122,招银理财招赢日日金73号现金管理类理财计划,招银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/14,2055/03/14,03,03,2025-05-16,1.0,1.0,1.0
1000025576,Z7003924000647,华夏理财固定收益增强型封闭式理财产品156号,华夏理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/20,2028/05/16,01,03,,,,
1000025818,Z7002724000604,渝农商理财益进乡村振兴封闭式2025年第42103期,渝农商理财有限责任公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/20,2025/11/19,01,03,,,,
1000025879,C1079625000002,“熊猫理财”润利系列D计划理财产品504期子产品,四川天府银行股份有限公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),10000,2025/05/20,2026/08/05,01,03,,,,
1000026585,Z7001624001172,招银理财招赢日日金75号现金管理类理财计划,招银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/21,2055/03/21,03,03,2025-05-16,1.0,1.0,1.0
1000026658,Z7006624000134,广银理财幸福添利2个月持有期固定收益类理财产品第2号,广银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,2099/12/31,03,03,,,,
1000026708,Z7002725000045,渝农商理财益进封闭式2025年第51317期,渝农商理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/22,2026/06/24,01,03,,,,
1000026716,Z7001424001155,阳光碧乐活114号,光大理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/11,2099/12/31,03,03,2025-05-16,1.0,1.0,1.0
1000027279,Z7007924001314,民生理财富竹纯债182天持有期24号理财产品,民生理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,0.01,2025/05/21,2099/12/31,03,03,,,,
1000027356,Z7001624001201,招银理财招睿美元慧盈（标普500）封闭9号固收类理财计划,招银理财有限责任公司,二级(中低),固定收益类,美元(USD),3-6个月(含),1,2025/05/22,2025/11/21,01,03,,,,
1000027840,Z7001424001232,阳光金安心计划-存单存款策略88期（封闭式）,光大理财有限责任公司,一级(低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/22,2025/11/19,01,03,,,,
1000028042,C1274025000035,包头农商银行智赢系列理财2025年第23期,包头农村商业银行股份有限公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),10000,2025/05/20,2025/09/03,01,03,,,,
1000028134,C1104325000028,北京农商银行金凤凰理财浓情封闭式固收2025年118期人民币理财产品,北京农村商业银行股份有限公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),10000,2025/05/21,2025/08/27,01,03,,,,
1000028149,C1104325000040,北京农商银行金凤凰理财浓享封闭式固收2025年609期人民币理财产品,北京农村商业银行股份有限公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),10000,2025/05/20,2026/12/08,01,03,,,,
1000028178,C1104325000064,北京农商银行金凤凰理财浓情金色时光悦享封闭式固收2025年218期人民币理财产品,北京农村商业银行股份有限公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),10000,2025/05/21,2025/12/03,01,03,,,,
1000028207,C1104325000084,北京农商银行金凤凰理财浓情封闭式固收2025年270期人民币理财产品,北京农村商业银行股份有限公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),10000,2025/05/27,2026/03/03,01,03,,,,
1000028611,Z7001024001038,中银理财-惠享天天21号,中银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/28,9999/12/31,03,03,2025-05-16,1.0,1.0,1.0
1000028813,Z7002024003180,兴银理财稳利安盈封闭式2025年25期固收类理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/27,2025/09/25,01,03,,,,
1000029279,Z7001924001347,中邮理财悦鑫·鸿运封闭式2025年第18期人民币理财产品,中邮理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/21,2027/07/28,01,03,,,,
1000029738,C1082724000103,广州银行红棉添盈均衡理财产品（封闭式）,广州银行股份有限公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),10000,2025/05/20,2026/06/25,01,03,,,,
1000029760,C1090425000012,丰盈封闭式理财产品25022期,晋商银行股份有限公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),10000,2025/05/22,2026/12/03,01,03,,,,
1000029761,C1090425000013,丰盈封闭式理财产品25026期,晋商银行股份有限公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),10000,2025/05/20,2026/05/21,01,03,,,,
1000029867,C1122725000034,乐惠稳盈2025年第13期封闭净值型人民币理财产品,杭州联合农村商业银行股份有限公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),10000,2025/05/21,2025/08/20,01,03,,,,
1000029946,C1122725000066,乐惠稳盈金色颐年2025年第9期封闭净值型人民币理财产品,杭州联合农村商业银行股份有限公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),10000,2025/05/22,2028/05/11,01,03,,,,
1000029976,Z7003924000713,华夏理财悦安封闭式理财产品176号,华夏理财有限责任公司,一级(低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/21,2025/10/14,01,03,,,,
1000030092,Z7001924001370,安鑫投·鸿运封闭式2025年第3期,中邮理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/22,2026/09/03,01,03,,,,
1000030327,Z7002725000066,渝农商理财益进丰收封闭式2025年第41512期,渝农商理财有限责任公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/22,2026/02/26,01,03,,,,
1000030571,C1082924000262,润悦1号第700期,珠海华润银行股份有限公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),50000,2025/05/21,2025/12/03,01,03,,,,
1000030829,Z7002024003341,兴银理财稳添利日盈增利85号日开固收类理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,1,2025/03/05,2099/12/30,03,03,2025-05-16,1.0,1.00522,1.00522
1000030916,Z7007125000017,上银理财“稳添利”系列开放式理财产品WPAK25M1310期,上银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),0.01,2025/05/21,2055/05/19,03,03,,,,
1000031192,Z7008125000070,恒丰理财恒惠新丰利第586期,恒丰理财有限责任公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/21,2026/03/05,01,03,,,,
1000031455,C1092425000037,百合花定期理财3月型25018期,湖州银行股份有限公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),10000,2025/05/21,2025/08/28,01,03,,,,
1000031470,C1092425000047,百合花定期理财6月型25018期,湖州银行股份有限公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),10000,2025/05/21,2025/12/04,01,03,,,,
1000031490,C1092425000052,百合花定期理财1年型25018期,湖州银行股份有限公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),10000,2025/05/21,2026/05/28,01,03,,,,
1000031838,Z7001925000050,中邮理财合盛多元·鸿锦封闭式2025年第2期人民币理财产品,中邮理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/27,2027/07/20,01,03,,,,
1000031918,Z7002025000018,兴银理财稳添利ESG日盈增利83号日开固收类理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,1,2025/02/20,2099/12/30,03,03,2025-05-16,1.0,1.01349,1.01349
1000031977,Z7006925000065,浦银理财悦丰利添盈130号理财产品,浦银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/23,2026/01/08,01,03,,,,
1000032022,Z7008425000027,渤银理财财收有略系列固定收益类六个月封闭式理财产品2025年9号,渤银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/20,2025/11/27,01,03,,,,
1000032121,Z7006925000096,浦银理财悦享利封闭式334号理财产品,浦银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/20,2026/08/06,01,03,,,,
1000032859,Z7002625000029,信银理财安盈象固收稳健十四个月封闭式64号理财产品,信银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/23,2026/07/21,01,03,,,,
1000033252,Z7007125000092,上银理财“汇享利”系列封闭式理财产品WPUF25Y03005期,上银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),3年以上,0.01,2025/05/20,2028/05/23,01,03,,,,
1000033517,C1137625000002,昆仑财富•油金赢系列封闭式净值型理财产品（2025年第8期）,昆仑银行股份有限公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),10000,2025/05/22,2026/05/22,01,03,,,,
1000033729,Z7002425000038,徽银理财徽安现金管理类理财产品39号,徽银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/02/27,2099/12/31,03,03,2025-05-16,1.0,1.0,1.0
1000033940,Z7007925000046,民生理财贵竹固收增利目标盈封闭22号理财产品,民生理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),0.01,2025/05/22,2026/07/17,01,03,,,,
1000033981,Z7003925000082,华夏理财固定收益债权型封闭式理财产品421号,华夏理财有限责任公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/21,2025/09/26,01,03,,,,
1000033992,Z7003925000091,华夏理财固定收益债权型封闭式理财产品413号,华夏理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/21,2026/07/15,01,03,,,,
1000034117,Z7007925000053,民生理财天天增利现金管理182号理财产品,民生理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/02/21,2099/12/31,03,03,2025-05-16,1.0,1.00378,1.0
1000034151,Z7002625000095,信银理财安盈象固收稳利封闭式529号理财产品,信银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/21,2027/07/28,01,03,,,,
1000034157,Z7002625000099,信银理财安盈象固收稳利封闭式488号理财产品,信银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/22,2026/07/01,01,03,,,,
1000034313,Z7003925000163,华夏理财固定收益债权型封闭式理财产品427号,华夏理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/21,2026/07/15,01,03,,,,
1000034396,Z7008425000078,渤银理财财收有略系列固定收益类一年封闭式理财产品2025年23号,渤银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/20,2026/06/11,01,03,,,,
1000034437,Z7001125000034,农银理财现金管理类33号理财产品,农银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/18,2035/03/19,03,03,,,,
1000034623,Z7002025000120,兴银理财添利天天利48号现金管理型理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/19,2099/12/30,03,03,2025-05-16,1.0,1.0,1.0
1000034624,Z7002025000121,兴银理财添利天天利51号现金管理型理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/13,2099/12/30,03,03,2025-05-16,1.0,1.0,1.0
1000034626,Z7002025000123,兴银理财添利天天利44号现金管理型理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/21,2099/12/30,03,03,2025-05-16,1.0,1.0,1.0
1000034630,Z7002025000127,兴银理财添利天天利53号现金管理型理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/28,2099/12/30,03,03,2025-05-16,1.0,1.0,1.0
1000034632,Z7002025000129,兴银理财添利天天利38号现金管理型理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/02/19,2099/12/30,03,03,2025-05-16,1.0,1.0,1.0
1000034633,Z7002025000130,兴银理财添利天天利45号现金管理型理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/21,2099/12/30,03,03,2025-05-16,1.0,1.0,1.0
1000034635,Z7002025000132,兴银理财添利天天利46号现金管理型理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/21,2099/12/30,03,03,2025-05-16,1.0,1.0,1.0
1000034636,Z7002025000133,兴银理财添利天天利55号现金管理型理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/28,2099/12/30,03,03,2025-05-16,1.0,1.0,1.0
1000034638,Z7002025000135,兴银理财添利天天利47号现金管理型理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/21,2099/12/30,03,03,2025-05-16,1.0,1.0,1.0
1000034640,Z7002025000137,兴银理财添利天天利43号现金管理型理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/21,2099/12/30,03,03,2025-05-16,1.0,1.0,1.0
1000034747,Z7000725000113,建信理财嘉鑫（稳利存款及存单）固收类封闭式产品2025年第124期,建信理财有限责任公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/20,2026/04/28,01,03,,,,
1000034882,Z7001425000097,阳光碧乐活122号,光大理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/02/28,2099/12/31,03,03,2025-05-16,1.0,1.00205,1.0
1000034955,Z7003325000058,平安理财新启航第498期封闭固收类理财产品,平安理财有限责任公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/22,2025/12/25,01,03,,,,
1000035015,Z7001425000134,阳光碧乐活129号,光大理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/14,2099/12/31,03,03,2025-05-16,1.0,1.0026,1.0
1000035344,Z7008125000137,恒丰理财恒惠新丰利第517期,恒丰理财有限责任公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/21,2025/11/19,01,03,,,,
1000035381,Z7008125000174,恒丰理财恒仁安盈固收增强封闭式第45期,恒丰理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/23,2026/11/20,01,03,,,,
1000035462,Z7001925000135,中邮理财恒利·鸿运封闭式2025年第60期人民币理财产品,中邮理财有限责任公司,一级(低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/21,2025/08/27,01,03,,,,
1000035594,Z7001925000157,中邮理财恒利·鸿运封闭式2025年第79期人民币理财产品,中邮理财有限责任公司,一级(低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/20,2026/04/14,01,03,,,,
1000035653,C1088325000006,金达创富理财SD7833号,齐商银行股份有限公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),10000,2025/05/21,2026/02/26,01,03,,,,
1000035707,Z7003225000119,南银理财添瑞日日聚宝13号现金管理类公募人民币理财产品,南银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/05/21,2035/12/28,03,03,,,,
1000035876,Z7002025000173,兴银理财稳添利日盈36号日开固收类理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,1,2025/03/27,2099/12/30,03,03,2025-05-16,1.0,1.0053,1.0053
1000035878,Z7002025000175,兴银理财稳添利日盈35号日开固收类理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,1,2025/02/27,2099/12/30,03,03,2025-05-16,1.0,1.00913,1.00913
1000036230,C1210125000006,珠海农商银行金贝壳贝尊系列第403期理财产品,珠海农村商业银行股份有限公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),10000,2025/05/22,2025/09/05,01,03,,,,
1000036311,Z7000725000128,建信理财睿鑫固收类封闭式产品2025年第35期,建信理财有限责任公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/20,2026/03/19,01,03,,,,
1000036399,Z7007025000014,施罗德交银理财得润安盈美元（QDII）1年封闭式2505理财产品,施罗德交银理财有限公司,一级(低),固定收益类,美元(USD),6-12个月(含),1,2025/05/22,2026/05/20,01,03,,,,
1000036438,Z7002125000068,宁银理财宁欣固定收益类封闭式理财2399号,宁银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/22,2025/12/11,01,03,,,,
1000036440,Z7002125000070,宁银理财宁欣固定收益类封闭式理财2402号,宁银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/22,2025/09/11,01,03,,,,
1000036804,C1104425000031,元亨第2524期净值型人民币理财产品,天津农村商业银行股份有限公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),10000,2025/05/19,2025/11/18,01,03,,,,
1000037284,Z7008125000210,恒丰理财恒惠新丰利第1001期,恒丰理财有限责任公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/21,2025/08/27,01,03,,,,
1000037295,Z7008125000221,恒丰理财恒惠新丰利第871期,恒丰理财有限责任公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/22,2025/11/20,01,03,,,,
1000037298,Z7008125000224,恒丰理财恒惠安心第254期,恒丰理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/22,2026/08/25,01,03,,,,
1000037316,Z7008125000242,恒丰理财恒惠安心第203期,恒丰理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/20,2026/07/14,01,03,,,,
1000037349,Z7002425000057,徽银理财“安盈”稳进1年持有期2号理财产品,徽银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/21,2099/12/31,03,03,,,,
1000037407,Z7001425000271,阳光金丰利17期（工行专属）,光大理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),200000,2025/05/22,2026/06/26,01,03,,,,
1000037564,Z7002725000199,渝农商理财益尊金禧江渝传承封闭式2025年第51825期,渝农商理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/20,2026/11/19,01,03,,,,
1000037629,Z7001425000308,阳光碧乐活133号,光大理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/11,2099/12/31,03,03,2025-05-16,1.0,1.00012,1.0
1000037800,Z7002225000065,幸福99金钱包42号理财,杭银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/21,2099/12/31,03,03,2025-05-16,1.0,1.0,1.0
1000037867,Z7007125000115,上银理财“美好”系列稳健理财产品WPWF25M06020期,上银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/20,2025/11/25,01,03,,,,
1000038128,C1082925000021,润悦1号第732期,珠海华润银行股份有限公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),50000,2025/05/21,2025/08/27,01,03,,,,
1000038143,C1082925000036,润悦1号第733期,珠海华润银行股份有限公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),50000,2025/05/21,2025/09/24,01,03,,,,
1000038148,C1082925000041,润悦1号第753期,珠海华润银行股份有限公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),50000,2025/05/21,2027/05/26,01,03,,,,
1000038317,Z7001025000242,中银理财-怡享天天56号,中银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/13,9999/12/31,03,03,2025-05-16,1.0,1.0,1.0
1000038454,C1128825000033,龙银理财睿益系列债券稳健（行内标识码RY-ZQWJ2025014）,龙江银行股份有限公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),10000,2025/05/19,2026/05/19,01,03,,,,
1000038537,Z7003925000215,华夏理财现金管理类理财产品106号,华夏理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/14,9999/12/31,03,03,2025-05-16,1.0,1.0,1.0
1000038539,Z7003925000217,华夏理财现金管理类理财产品109号,华夏理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/14,9999/12/31,03,03,2025-05-16,1.0,1.0,1.0
1000038556,Z7003925000230,华夏理财现金管理类理财产品108号,华夏理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/03/07,9999/12/31,03,03,2025-05-16,1.0,1.0,1.0
1000038557,Z7003925000231,华夏理财悦安鑫固定收益纯债型封闭式理财产品10号,华夏理财有限责任公司,二级(中低),固定收益类,人民币(CNY),3-6个月(含),1,2025/05/23,2025/09/17,01,03,,,,
1000038571,C1128825000055,龙银理财幸福龙江理财产品（行内标识码YL2025035）,龙江银行股份有限公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),10000,2025/05/21,2026/11/27,01,03,,,,
1000038760,C1091725000024,“富聚财富”鑫益系列人民币理财计划2524期,富滇银行股份有限公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),10000,2025/05/21,2026/05/21,01,03,,,,
1000038763,C1091725000026,“富聚财富”鑫益系列人民币理财计划2518期,富滇银行股份有限公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),10000,2025/05/21,2026/07/23,01,03,,,,
1000038859,Z7000725000178,建信理财睿鑫（目标盈）固收类封闭式产品2025年第43期,建信理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/20,2026/06/11,01,03,,,,
1000039266,Z7002725000223,渝农商理财益进丰收封闭式2025年第41530期,渝农商理财有限责任公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/22,2026/02/26,01,03,,,,
1000039275,Z7002725000232,渝农商理财益进丰收封闭式2025年第51545期,渝农商理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/22,2026/06/15,01,03,,,,
1000039487,Z7003725000100,汇华理财-趋势指南封闭式固定收益类理财产品2544期,汇华理财有限公司,二级(中低),固定收益类,人民币(CNY),6-12个月(含),1,2025/05/20,2026/01/28,01,03,,,,
1000039508,Z7002025000284,兴银理财稳添利日盈增利94号日开固收类理财产品,兴银理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,1,2025/03/26,2099/12/30,03,03,2025-05-16,1.0,1.00948,1.00948
1000039655,Z7008425000117,渤银理财理财有术系列持盈180天最短持有期固收理财产品2号,渤银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,9999/12/31,03,03,,,,
1000039691,Z7001925000284,中邮理财优盛·鸿锦封闭式2025年第33期人民币理财产品,中邮理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/19,2028/08/08,01,03,,,,
1000039711,Z7001025000274,中银理财全球配置高评级美元封闭2545,中银理财有限责任公司,一级(低),固定收益类,美元(USD),3-6个月(含),1,2025/05/20,2025/10/21,01,03,,,,
1000039756,Z7008425000122,渤银理财财收有略系列固定收益类一年封闭式理财产品2025年33号,渤银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/20,2026/06/11,01,03,,,,
1000039787,Z7001625000226,招银理财招睿美元天添金360天持有期1号固定收益类理财计划,招银理财有限责任公司,一级(低),固定收益类,美元(USD),每日,1,2025/04/29,2055/04/29,03,03,2025-05-16,1.0,1.0012,1.0012
1000039788,Z7001625000227,招银理财招睿美元天添金30天持有期1号固定收益类理财计划,招银理财有限责任公司,一级(低),固定收益类,美元(USD),每日,1,2025/04/29,2055/04/29,03,03,2025-05-16,1.0,1.0014,1.0014
1000039837,Z7002725000297,渝农商理财益进封闭式2025年第51320期,渝农商理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/22,2026/06/24,01,03,,,,
1000040027,Z7007025000033,施罗德交银理财得润安盈美元6个月封闭式2519理财产品,施罗德交银理财有限公司,一级(低),固定收益类,美元(USD),3-6个月(含),1,2025/05/20,2025/11/19,01,03,,,,
1000040085,Z7003325000119,平安理财天天成长3号114期现金管理类理财产品,平安理财有限责任公司,一级(低),固定收益类,人民币(CNY),每日,0.01,2025/04/02,9999/12/31,03,03,2025-05-16,1.0,1.00164,1.0
1000040172,Z7000925000306,交银理财稳享智选日开14号（90天持有期）理财产品,交银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),每日,1,2025/05/20,2099/12/30,03,03,,,,
1000040326,Z7001625000246,招银理财招睿嘉和稳选封闭35号增强型固收类理财计划,招银理财有限责任公司,二级(中低),固定收益类,人民币(CNY),1-3年(含),1,2025/05/23,2027/07/23,01,03,,,,
