id,product_id,product_code,product_name,nav_date,initial_nav,accumulated_nav,current_nav,is_updated,last_update_date,crawl_time,created_at,updated_at
113,1000018739,Z7003324000983,平安理财天天成长3号89期现金管理类理财产品,2025-05-16,1.0,1.00175,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.716164,2025-05-16 18:10:05.716166
112,1000018743,Z7003324000984,平安理财天天成长3号90期现金管理类理财产品,2025-05-16,1.0,1.00175,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.715464,2025-05-16 18:10:05.715467
138,1000018748,Z7003324000989,平安理财天天成长3号95期现金管理类理财产品,2025-05-16,1.0,1.00408,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.734882,2025-05-16 18:10:05.734884
84,1000040085,Z7003325000119,平安理财天天成长3号114期现金管理类理财产品,2025-05-16,1.0,1.00164,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.692931,2025-05-16 18:10:05.692933
110,1000041880,Z7003325000169,平安理财天天成长3号119期现金管理类理财产品,2025-05-16,1.0,1.00187,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.713915,2025-05-16 18:10:05.713917
74,1000045886,Z7003325000305,平安理财天天成长3号108期现金管理类理财产品,2025-05-16,1.0,1.00211,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.685292,2025-05-16 18:10:05.685295
40,1000045890,Z7003325000308,平安理财天天成长3号115期现金管理类理财产品,2025-05-16,1.0,1.00185,1.0,0,,2025-05-16 18:09:58,2025-05-16 18:10:05.659393,2025-05-16 18:10:05.659396
143,2307790,Z7003924000079,华夏理财现金管理类理财产品62号,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.738596,2025-05-16 18:10:05.738598
142,2307792,Z7003924000081,华夏理财现金管理类理财产品63号,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.737897,2025-05-16 18:10:05.737900
57,2307797,Z7003924000086,华夏理财现金管理类理财产品56号,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.672193,2025-05-16 18:10:05.672195
94,2307801,Z7003924000090,华夏理财现金管理类理财产品57号,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.701033,2025-05-16 18:10:05.701036
93,2307802,Z7003924000091,华夏理财现金管理类理财产品58号,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.700272,2025-05-16 18:10:05.700274
12,2307805,Z7003924000094,华夏理财现金管理类理财产品49号,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:09:58,2025-05-16 18:10:05.636173,2025-05-16 18:10:05.636176
128,1000038537,Z7003925000215,华夏理财现金管理类理财产品106号,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.726969,2025-05-16 18:10:05.726971
127,1000038539,Z7003925000217,华夏理财现金管理类理财产品109号,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.726277,2025-05-16 18:10:05.726279
137,1000038556,Z7003925000230,华夏理财现金管理类理财产品108号,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.733895,2025-05-16 18:10:05.733897
19,1000024047,Z7006624000117,广银理财鎏金日日薪23号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:09:58,2025-05-16 18:10:05.641938,2025-05-16 18:10:05.641940
18,1000043075,Z7006625000033,广银理财鎏金日日薪22号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:09:58,2025-05-16 18:10:05.641131,2025-05-16 18:10:05.641134
