id,product_id,product_code,product_name,nav_date,initial_nav,accumulated_nav,current_nav,is_updated,last_update_date,crawl_time,created_at,updated_at
98,1000043076,Z7006625000034,广银理财鎏金日日薪19号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.704267,2025-05-16 18:10:05.704270
15,1000046741,Z7006625000054,广银理财鎏金日日薪33号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:09:58,2025-05-16 18:10:05.638648,2025-05-16 18:10:05.638651
14,1000046744,Z7006625000057,广银理财鎏金日日薪31号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:09:58,2025-05-16 18:10:05.637826,2025-05-16 18:10:05.637829
11,1000047746,Z7006625000083,广银理财鎏金日日薪45号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:09:58,2025-05-16 18:10:05.635170,2025-05-16 18:10:05.635173
126,2306173,Z7006924000202,浦银理财天添盈增利51号现金管理产品,2025-05-16,1.0,1.0,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.725574,2025-05-16 18:10:05.725576
100,1000042592,Z7007125000174,上银理财“天天利”系列开放式理财产品WPTK25D01020期,2025-05-16,1.0,1.00489,1.00489,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.705944,2025-05-16 18:10:05.705946
99,1000042594,Z7007125000176,上银理财“天天利”系列开放式理财产品WPTK25D01019期,2025-05-16,1.0,1.00489,1.00489,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.705115,2025-05-16 18:10:05.705117
146,1000034117,Z7007925000053,民生理财天天增利现金管理182号理财产品,2025-05-16,1.0,1.00378,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.740736,2025-05-16 18:10:05.740739
81,1000043674,Z7007925000325,民生理财天天增利现金管理193号理财产品,2025-05-16,1.0,1.0023,1.0,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.690527,2025-05-16 18:10:05.690530
83,2315634,Z7008924000149,北银理财京华远见春系列天天金19号理财产品,2025-05-16,1.0,1.00711,1.00711,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.692142,2025-05-16 18:10:05.692145
63,2315635,Z7008924000150,北银理财京华远见春系列天天金20号理财产品,2025-05-16,1.0,1.00506,1.00506,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.676699,2025-05-16 18:10:05.676701
71,1000040564,Z7008925000073,北银理财京华远见春系列天天金31号理财产品,2025-05-16,1.0,1.0043,1.0043,0,,2025-05-16 18:10:05,2025-05-16 18:10:05.683225,2025-05-16 18:10:05.683228
