id,product_id,product_code,product_name,issuer,issuer_code,risk_level,risk_level_code,product_type,product_type_code,currency,investment_period,min_investment,sale_status,sale_regions,start_date,end_date,product_category,income_type,sale_method,crawl_time,created_at,updated_at
398,1000043648,C1080325000368,2025涵屿财富128期,天津银行股份有限公司,C10803,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,"北京市,天津市,河北省,上海市,山东省,四川省",2025/05/21,2025/11/20,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.475793,2025-05-16 18:10:05.475795
4,1897810,C1080919000244,红玫瑰添元理财产品第1期,盛京银行股份有限公司,C10809,二级(中低),02,N/A,NA,人民币(CNY),每日,50000,09,"北京市,天津市,辽宁省,吉林省,上海市,大连市",2019/04/25,2099/12/31,03,03,02,2025-05-16 18:09:18,2025-05-16 15:56:39.046898,2025-05-16 18:10:05.186021
144,1000042843,C1080925000034,盛京银行智盈系列理财产品添金2025052期,盛京银行股份有限公司,C10809,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,"北京市,天津市,辽宁省,吉林省,上海市,大连市",2025/05/22,2026/05/21,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.297275,2025-05-16 18:10:05.297277
147,1000041139,C1081025000042,大连银行鲲鹏理财悦享封闭净值型理财产品2025年第38期,大连银行股份有限公司,C10810,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,"江苏省,北京市,天津市,辽宁省,上海市,重庆市,四川省",2025/05/22,2026/03/05,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.299445,2025-05-16 18:10:05.299447
196,1000041143,C1081025000046,大连银行鲲鹏理财悦享封闭净值型理财产品2025年第37期,大连银行股份有限公司,C10810,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,"江苏省,北京市,天津市,辽宁省,上海市,重庆市,四川省",2025/05/20,2025/10/31,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.333968,2025-05-16 18:10:05.333970
107,1000049223,C1081025000084,大连银行鲲鹏理财汇享封闭净值型理财产品2025年第35期,大连银行股份有限公司,C10810,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,"江苏省,北京市,天津市,辽宁省,上海市,重庆市,四川省",2025/05/23,2026/06/09,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.271360,2025-05-16 18:10:05.271362
243,1000049231,C1081025000092,大连银行鲲鹏理财汇享封闭净值型理财产品2025年第47期（苏州银行）,大连银行股份有限公司,C10810,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,"江苏省,北京市,天津市,辽宁省,上海市,重庆市,四川省",2025/05/22,2025/12/05,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.367455,2025-05-16 18:10:05.367457
236,1000050535,C1081225000034,抚顺银行启运鑫基汇系列理财计划2025年第36期,抚顺银行股份有限公司,C10812,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,辽宁省,2025/05/20,2026/05/20,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.362101,2025-05-16 18:10:05.362103
235,1000050536,C1081225000035,抚顺银行启运鑫基汇系列理财计划2025年第35期,抚顺银行股份有限公司,C10812,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,辽宁省,2025/05/20,2025/11/19,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.361430,2025-05-16 18:10:05.361432
234,1000050537,C1081225000036,抚顺银行启运鑫基汇系列理财计划2025年第34期,抚顺银行股份有限公司,C10812,二级(中低),02,固定收益类,01,人民币(CNY),1-3个月(含),10000,05,辽宁省,2025/05/20,2025/08/20,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.360760,2025-05-16 18:10:05.360762
409,1000051404,C1081325000034,丹东银行“银杏理财”第20256033期理财产品,丹东银行股份有限公司,C10813,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,"辽宁省,大连市",2025/05/20,2025/11/19,01,03,01,2025-05-16 18:09:58,2025-05-16 18:10:05.483886,2025-05-16 18:10:05.483888
401,1000040481,C1081525000006,渤海聚盈系列2025第56期理财产品,营口银行股份有限公司,C10815,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,"辽宁省,黑龙江省",2025/05/21,2025/11/19,01,03,01,2025-05-16 18:09:58,2025-05-16 18:10:05.477838,2025-05-16 18:10:05.477841
172,1000040491,C1081525000016,渤海聚盈系列2025第57期理财产品,营口银行股份有限公司,C10815,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,"辽宁省,黑龙江省",2025/05/21,2026/05/20,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.316792,2025-05-16 18:10:05.316795
400,1000040500,C1081525000025,渤海聚盈系列2025第55期理财产品,营口银行股份有限公司,C10815,二级(中低),02,固定收益类,01,人民币(CNY),1-3个月(含),10000,05,"辽宁省,黑龙江省",2025/05/21,2025/08/20,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.477155,2025-05-16 18:10:05.477158
291,1000044521,C1082225000015,海蕴理财优选系列恒利1号2025年第21期,福建海峡银行股份有限公司,C10822,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区,大连市,宁波市,厦门市,青岛市,深圳市,香港,澳门,台湾,其他国家或地区",2025/05/22,2026/04/07,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.401208,2025-05-16 18:10:05.401210
178,1000029738,C1082724000103,广州银行红棉添盈均衡理财产品（封闭式）,广州银行股份有限公司,C10827,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,大连市,吉林省,黑龙江省,上海市,江苏省,浙江省,宁波市,安徽省,福建省,厦门市,江西省,山东省,青岛市,河南省,湖北省,湖南省,广东省,深圳市,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区",2025/05/20,2026/06/25,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.320951,2025-05-16 18:10:05.320954
407,1000030571,C1082924000262,润悦1号第700期,珠海华润银行股份有限公司,C10829,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),50000,05,"广东省,深圳市",2025/05/21,2025/12/03,01,03,01,2025-05-16 18:09:58,2025-05-16 18:10:05.482471,2025-05-16 18:10:05.482474
402,1000038128,C1082925000021,润悦1号第732期,珠海华润银行股份有限公司,C10829,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),50000,05,"广东省,深圳市",2025/05/21,2025/08/27,01,03,01,2025-05-16 18:09:58,2025-05-16 18:10:05.478514,2025-05-16 18:10:05.478517
296,1000038143,C1082925000036,润悦1号第733期,珠海华润银行股份有限公司,C10829,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),50000,05,"广东省,深圳市",2025/05/21,2025/09/24,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.404539,2025-05-16 18:10:05.404542
173,1000038148,C1082925000041,润悦1号第753期,珠海华润银行股份有限公司,C10829,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),50000,05,"广东省,深圳市",2025/05/21,2027/05/26,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.317486,2025-05-16 18:10:05.317488
181,1000049209,C1086225000046,长沙银行金芙蓉2025年长吉15期封闭式净值型理财产品,长沙银行股份有限公司,C10862,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,"湖南省,广东省",2025/05/20,2026/08/13,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.323027,2025-05-16 18:10:05.323030
428,1000042802,C1087525000010,蒙银财鑫系列25013期,内蒙古银行股份有限公司,C10875,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,"内蒙古自治区,黑龙江省",2025/05/22,2025/11/18,01,03,01,2025-05-16 18:09:58,2025-05-16 18:10:05.496927,2025-05-16 18:10:05.496930
153,1000050505,C1087725000054,乌银利鑫系列2025年第59期,乌海银行股份有限公司,C10877,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,内蒙古自治区,2025/05/21,2025/11/26,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.303530,2025-05-16 18:10:05.303532
271,1000050507,C1087725000056,乌银利鑫系列2025年第58期,乌海银行股份有限公司,C10877,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,内蒙古自治区,2025/05/21,2025/09/03,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.386883,2025-05-16 18:10:05.386885
272,1000050415,C1088025000032,麒麟赢佳-祥瑞舒心第510期,石嘴山银行股份有限公司,C10880,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,宁夏回族自治区,2025/05/22,2025/08/28,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.387547,2025-05-16 18:10:05.387550
267,1000051353,C1088025000034,麒麟赢佳-祥瑞舒心第511期,石嘴山银行股份有限公司,C10880,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,宁夏回族自治区,2025/05/22,2026/05/22,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.384226,2025-05-16 18:10:05.384228
303,1000049265,C1088125000027,鸿运财富2025年15号,齐鲁银行股份有限公司,C10881,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,"山东省,天津市",2025/05/20,2026/06/24,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.409207,2025-05-16 18:10:05.409209
174,1000035653,C1088325000006,金达创富理财SD7833号,齐商银行股份有限公司,C10883,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,"山东省,陕西省",2025/05/21,2026/02/26,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.318178,2025-05-16 18:10:05.318180
278,1000049536,C1088525000029,益友融通-2025年安益个人金满盈029号理财产品,河北银行股份有限公司,C10885,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,"天津市,河北省,山东省",2025/05/22,2025/11/27,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.391536,2025-05-16 18:10:05.391538
316,1000042603,C1088725000019,秦皇岛银行新富满家2025-024期人民币理财产品,秦皇岛银行股份有限公司,C10887,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,河北省,2025/05/20,2025/12/01,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.418398,2025-05-16 18:10:05.418400
142,1000043416,C1090225000019,临商银行惠盈封闭净值理财产品6月期第2514号,临商银行股份有限公司,C10902,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,"宁波市,山东省",2025/05/22,2025/11/21,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.295777,2025-05-16 18:10:05.295779
257,1000043418,C1090225000021,临商银行惠盈封闭净值理财产品1年期第2514号,临商银行股份有限公司,C10902,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,"宁波市,山东省",2025/05/22,2026/05/21,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.377103,2025-05-16 18:10:05.377105
203,1000029760,C1090425000012,丰盈封闭式理财产品25022期,晋商银行股份有限公司,C10904,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,山西省,2025/05/22,2026/12/03,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.338910,2025-05-16 18:10:05.338912
436,1000029761,C1090425000013,丰盈封闭式理财产品25026期,晋商银行股份有限公司,C10904,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,山西省,2025/05/20,2026/05/21,01,03,01,2025-05-16 18:09:58,2025-05-16 18:10:05.502977,2025-05-16 18:10:05.502980
353,1000050902,C1091125000039,西安银行金丝路聚利盈系列封闭式净值型理财产品2025年第40期,西安银行股份有限公司,C10911,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,陕西省,2025/05/22,2025/08/28,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.444010,2025-05-16 18:10:05.444013
105,1000050905,C1091125000042,西安银行金丝路聚利盈系列封闭式净值型理财产品2025年第42期(代发专属),西安银行股份有限公司,C10911,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,陕西省,2025/05/23,2026/05/22,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.270004,2025-05-16 18:10:05.270006
104,1000050907,C1091125000044,西安银行金丝路聚利盈系列封闭式净值型理财产品2025年第41期,西安银行股份有限公司,C10911,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,陕西省,2025/05/23,2025/12/04,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.269328,2025-05-16 18:10:05.269330
340,1000052036,C1091325000036,金雪莲系列封闭式净值型理财产品2025年第29期麦满财丰专享,乌鲁木齐银行股份有限公司,C10913,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,新疆维吾尔自治区,2025/05/22,2026/01/06,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.435152,2025-05-16 18:10:05.435155
339,1000052041,C1091325000041,金雪莲系列稳健增长净值型理财产品2025年第13期,乌鲁木齐银行股份有限公司,C10913,二级(中低),02,固定收益类,01,人民币(CNY),1-3个月(含),10000,05,新疆维吾尔自治区,2025/05/22,2025/08/22,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.434472,2025-05-16 18:10:05.434474
221,1000052042,C1091325000042,金雪莲系列封闭式净值型理财产品2025年第30期玖久相伴六期,乌鲁木齐银行股份有限公司,C10913,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,新疆维吾尔自治区,2025/05/22,2025/09/05,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.352013,2025-05-16 18:10:05.352015
100,1000052045,C1091325000045,金雪莲系列封闭式净值型理财产品2025年第28期代发工资客户专享,乌鲁木齐银行股份有限公司,C10913,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,新疆维吾尔自治区,2025/05/22,2025/11/21,01,03,01,2025-05-16 18:09:18,2025-05-16 15:56:39.127082,2025-05-16 18:10:05.265490
199,1000038760,C1091725000024,“富聚财富”鑫益系列人民币理财计划2524期,富滇银行股份有限公司,C10917,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,"云南省,重庆市",2025/05/21,2026/05/21,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.336069,2025-05-16 18:10:05.336071
319,1000038763,C1091725000026,“富聚财富”鑫益系列人民币理财计划2518期,富滇银行股份有限公司,C10917,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,"云南省,重庆市",2025/05/21,2026/07/23,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.420401,2025-05-16 18:10:05.420403
2,1798373,C1091918000365,云南红塔银行“红塔财富”筑梦系列天天复盈开放式净值型人民币理财产品,云南红塔银行股份有限公司,C10919,一级(低),01,N/A,NA,人民币(CNY),每日,10000,09,全国,2018/12/12,2099/12/31,03,03,02,2025-05-16 18:09:18,2025-05-16 15:56:39.045052,2025-05-16 18:10:05.184247
300,1000024676,C1092225000012,“金鹿理财-普惠季享”25010号（共同富裕特别款）银行理财计划,温州银行股份有限公司,C10922,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,"浙江省,上海市",2025/05/21,2025/09/17,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.407212,2025-05-16 18:10:05.407214
435,1000031455,C1092425000037,百合花定期理财3月型25018期,湖州银行股份有限公司,C10924,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区,大连市,宁波市,厦门市,青岛市,深圳市,香港,澳门,台湾",2025/05/21,2025/08/28,01,03,01,2025-05-16 18:09:58,2025-05-16 18:10:05.502298,2025-05-16 18:10:05.502300
434,1000031470,C1092425000047,百合花定期理财6月型25018期,湖州银行股份有限公司,C10924,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区,大连市,宁波市,厦门市,青岛市,深圳市,香港,澳门,台湾",2025/05/21,2025/12/04,01,03,01,2025-05-16 18:09:58,2025-05-16 18:10:05.501614,2025-05-16 18:10:05.501616
323,1000031490,C1092425000052,百合花定期理财1年型25018期,湖州银行股份有限公司,C10924,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区,大连市,宁波市,厦门市,青岛市,深圳市,香港,澳门,台湾",2025/05/21,2026/05/28,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.423106,2025-05-16 18:10:05.423108
384,1000049849,C1092525000055,金兰花汇富1号2518期,绍兴银行股份有限公司,C10925,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,浙江省,2025/05/21,2026/06/03,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.466161,2025-05-16 18:10:05.466164
277,1000049855,C1092525000061,金兰花汇富3号2518期,绍兴银行股份有限公司,C10925,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,浙江省,2025/05/21,2025/12/03,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.390871,2025-05-16 18:10:05.390873
276,1000049865,C1092525000071,金兰花汇富4号2518期,绍兴银行股份有限公司,C10925,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,浙江省,2025/05/21,2025/09/03,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.390204,2025-05-16 18:10:05.390207
304,1000049109,C1092625000010,旺息宝2号2512期封闭式净值型理财产品,金华银行股份有限公司,C10926,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,浙江省,2025/05/20,2026/05/21,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.409872,2025-05-16 18:10:05.409874
140,1000044224,C1092725000140,稠州银行净值型财坤理财产品CK250161,浙江稠州商业银行股份有限公司,C10927,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,"上海市,江苏省,浙江省,福建省,宁波市,江西省,广东省,云南省,四川省,重庆市",2025/05/19,2026/06/08,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.294419,2025-05-16 18:10:05.294421
139,1000044228,C1092725000144,稠州银行净值型财坤理财产品CK250122,浙江稠州商业银行股份有限公司,C10927,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,"上海市,江苏省,浙江省,福建省,宁波市,江西省,广东省,云南省,四川省,重庆市",2025/05/19,2025/08/21,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.293741,2025-05-16 18:10:05.293743
256,1000044233,C1092725000149,稠州银行净值型财坤理财产品CK250142,浙江稠州商业银行股份有限公司,C10927,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,"上海市,江苏省,浙江省,福建省,宁波市,江西省,广东省,云南省,四川省,重庆市",2025/05/19,2025/11/20,01,03,01,2025-05-16 18:09:37,2025-05-16 18:10:05.376437,2025-05-16 18:10:05.376439
9,1733623,C1092918000191,天添向上2号,浙江泰隆商业银行股份有限公司,C10929,二级(中低),02,N/A,NA,人民币(CNY),每日,50000,09,"上海市,江苏省,浙江省",2018/08/30,2050/12/30,03,03,02,2025-05-16 18:09:18,2025-05-16 15:56:39.051459,2025-05-16 18:10:05.190383
5,1733832,C1092918000192,人生盈家35天型,浙江泰隆商业银行股份有限公司,C10929,二级(中低),02,N/A,NA,人民币(CNY),每日,50000,09,"上海市,江苏省,浙江省",2018/08/30,2099/12/31,03,03,02,2025-05-16 18:09:18,2025-05-16 15:56:39.047813,2025-05-16 18:10:05.186891
171,1000041180,C1093025000014,益民理财·“融合”理财计划178号,浙江民泰商业银行股份有限公司,C10930,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,"上海市,浙江省,四川省",2025/05/21,2026/05/27,01,03,01,2025-05-16 18:09:25,2025-05-16 18:10:05.316082,2025-05-16 18:10:05.316085
362,1000048165,C1093125000011,长江聚惠公募净值型点金产品2025年第4期,重庆银行股份有限公司,C10931,二级(中低),02,固定收益类,01,人民币(CNY),1-3年(含),10000,05,"重庆市,四川省,贵州省,陕西省",2025/05/23,2028/05/23,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.450644,2025-05-16 18:10:05.450646
309,1000048757,C1093225000138,财富快车2025年第136期,重庆三峡银行股份有限公司,C10932,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,重庆市,2025/05/20,2025/11/19,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.413200,2025-05-16 18:10:05.413202
415,1000048758,C1093225000139,财富快车2025年第137期,重庆三峡银行股份有限公司,C10932,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,重庆市,2025/05/20,2026/05/20,01,03,01,2025-05-16 18:09:58,2025-05-16 18:10:05.487970,2025-05-16 18:10:05.487972
414,1000048768,C1093225000149,财富快车2025年第135期,重庆三峡银行股份有限公司,C10932,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,重庆市,2025/05/20,2025/08/27,01,03,01,2025-05-16 18:09:58,2025-05-16 18:10:05.487291,2025-05-16 18:10:05.487293
308,1000048769,C1093225000150,财富快车2025年第138期,重庆三峡银行股份有限公司,C10932,二级(中低),02,固定收益类,01,人民币(CNY),6-12个月(含),10000,05,重庆市,2025/05/20,2026/05/20,01,03,01,2025-05-16 18:09:51,2025-05-16 18:10:05.412533,2025-05-16 18:10:05.412535
408,1000028134,C1104325000028,北京农商银行金凤凰理财浓情封闭式固收2025年118期人民币理财产品,北京农村商业银行股份有限公司,C11043,二级(中低),02,固定收益类,01,人民币(CNY),3-6个月(含),10000,05,北京市,2025/05/21,2025/08/27,01,03,01,2025-05-16 18:09:58,2025-05-16 18:10:05.483202,2025-05-16 18:10:05.483205
